ID,hit,evalue,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev,summed reads,reads/per million (RPM),lenfth of gene in KB (K),RPKM,46383198
NODE_10_length_4130_cov_57.393459_772_4016_g16,P450_23,0.2,NODE_10_length_4130_cov_57.393459_772_4016_g16,151.5772,2772,0,100,2772,4453,3338,0.4468,71,204.33,7791,167.973921,2.772,60.59665261,46.383198
NODE_21_length_3575_cov_20.316770_1753_3575_g36,P450_8,0.021,NODE_21_length_3575_cov_20.316770_1753_3575_g36,54.6899,1490,0,100,1490,767,744,0.4567,46,41.41,1511,32.57715244,1.49,21.8638607,
NODE_27_length_3505_cov_147.105991_13_3451_g46,P450_9,0.11,NODE_27_length_3505_cov_147.105991_13_3451_g46,344.3637,3192,0,100,3192,11989,8379,0.469,151,441.29,20368,439.1339781,3.192,137.5733014,
NODE_29_length_3458_cov_30.050803_1806_3401_g50,P450_33,0.007,NODE_29_length_3458_cov_30.050803_1806_3401_g50,77.0046,1077,0,100,1077,882,655,0.4403,64,51.48,1537,33.13771231,1.077,30.76853511,
NODE_36_length_3396_cov_186.870651_1_3396_g58,20DD_coca-20110131_6097,0.11,NODE_36_length_3396_cov_186.870651_1_3396_g58,711.7686,1534,0,100,1534,10021,10213,0.5745,159,1882.08,20234,436.2449388,1.534,284.3839236,
NODE_48_length_3251_cov_316.582039_259_3201_g76,P450_17,0.033,NODE_48_length_3251_cov_316.582039_259_3201_g76,739.7375,2751,0,100,2751,23229,14479,0.457,301,1045.06,37708,812.9842914,2.751,295.5231884,
NODE_67_length_3101_cov_29.805411_1_3100_g105,20DD_coca-20110131_8278,0.19,NODE_67_length_3101_cov_29.805411_1_3100_g105,71.7546,2861,0,100,2861,1965,1854,0.4305,54,70,3819,82.3376209,2.861,28.77931524,
NODE_78_length_3022_cov_377.869522_1_1401_g118,20DD_NODE_3153_length_1468_cov_32.325436,0,NODE_78_length_3022_cov_377.869522_1_1401_g118,70.7509,1092,0,100,1092,721,711,0.4838,74,33.23,1432,30.87391284,1.092,28.27281395,
NODE_79_length_3021_cov_25.616466_1648_3021_g121,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0.076,NODE_79_length_3021_cov_25.616466_1648_3021_g121,99.1072,1213,0,100,1213,1248,982,0.4557,88,74.29,2230,48.07878885,1.213,39.63626451,
NODE_83_length_2995_cov_23.324781_1_2941_g127,20DD_coca-20110131_27652,0.32,NODE_83_length_2995_cov_23.324781_1_2941_g127,49.6923,2532,0,99.842,2528,1253,1078,0.4554,36,48.92,2331,50.25634834,2.532,19.84847881,
NODE_85_length_2994_cov_35.151300_1_1150_g129,P450_23,2.00E-04,NODE_85_length_2994_cov_35.151300_1_1150_g129,55.4204,873,0,99.5418,869,527,370,0.4372,49,40.09,897,19.33931551,0.873,22.15270964,
NODE_90_length_2943_cov_39.448797_7_2562_g136,P450_34,0.1,NODE_90_length_2943_cov_39.448797_7_2562_g136,128.9924,2241,0,100,2241,2873,2485,0.4413,61,154.54,5358,115.5184532,2.241,51.54772566,
NODE_92_length_2935_cov_32.779462_8_2561_g138,P450_10,2.00E-23,NODE_92_length_2935_cov_32.779462_8_2561_g138,90.894,1962,0,100,1962,1710,1598,0.4621,56,104.82,3308,71.32046345,1.962,36.3508988,
NODE_93_length_2919_cov_481.756410_1_2781_g139,struc_arginine_decarboxylase_AEQ02349,0,NODE_93_length_2919_cov_481.756410_1_2781_g139,1220.6942,2217,0,100,2217,26443,24252,0.5302,627,1359.85,50695,1092.983946,2.217,493.001329,
NODE_102_length_2876_cov_13.578614_6_2823_g151,P450_3,0.076,NODE_102_length_2876_cov_13.578614_6_2823_g151,29.18,1911,0,99.1627,1895,553,480,0.4375,18,31.79,1033,22.27147483,1.911,11.65435627,
NODE_105_length_2864_cov_76.249029_56_2860_g155,EcAOF_candidate_7_coca-20110131_2982,0.07,NODE_105_length_2864_cov_76.249029_56_2860_g155,146.9736,2427,0,100,2427,3761,2862,0.4533,58,203.73,6623,142.7918469,2.427,58.83471235,
NODE_110_length_2846_cov_23.316388_1471_2846_g162,struc_EcCHS,3.00E-09,NODE_110_length_2846_cov_23.316388_1471_2846_g162,43.9043,1097,0,100,1097,534,359,0.4546,36,29.08,893,19.25307553,1.097,17.55066138,
NODE_135_length_2765_cov_35.053807_1_2261_g194,EcAOC_candidate_3_NODE_287_length_2514_cov_36.770254,0,NODE_135_length_2765_cov_35.053807_1_2261_g194,97.0678,1992,0,99.3976,1980,1963,1619,0.4726,44,168.33,3582,77.22790208,1.992,38.76902715,
NODE_136_length_2759_cov_27.548056_51_1301_g195,struc_cocaine_synthase_AGT56097,0.13,NODE_136_length_2759_cov_27.548056_51_1301_g195,54.3881,1041,0,99.0394,1031,595,454,0.4395,43,33.9,1049,22.61643475,1.041,21.7256818,
NODE_137_length_2755_cov_64.383909_1_2617_g197,EcAOC1,0.01,NODE_137_length_2755_cov_64.383909_1_2617_g197,143.577,1830,0,99.8907,1828,2959,1914,0.4458,71,199.42,4873,105.0618556,1.83,57.41085007,
NODE_143_length_2741_cov_25.093796_68_2741_g204,P450_35,0.053,NODE_143_length_2741_cov_25.093796_68_2741_g204,61.9709,1787,0,99.8881,1785,1153,900,0.4671,53,43.49,2053,44.26266973,1.787,24.76926118,
NODE_150_length_2723_cov_70.973978_1437_2661_g212,pathway_EcSPMT,0,NODE_150_length_2723_cov_70.973978_1437_2661_g212,313.7968,1014,0,100,1014,3061,2844,0.464,214,215.54,5905,127.3117705,1.014,125.5540143,
