ID,hit,evalue,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev,summed reads,reads/per million (RPM),lenfth of gene in KB (K),RPKM,29982270
NODE_1_length_8033_cov_9.654750_5696_7771_g4,20DD_coca-20110131_3983,0.22,NODE_1_length_8033_cov_9.654750_5696_7771_g4,23.581,1821,0,99.4509,1811,424,394,0.5227,23,8.76,818,27.2827908,1.821,14.98231235,29.98227
NODE_3_length_3641_cov_171.935698_1_3461_g7,P450_9,0.11,NODE_3_length_3641_cov_171.935698_1_3461_g7,453.1165,3192,0,100,3192,14103,12826,0.4585,285,465,26929,898.1641483,3.192,281.3797457,
NODE_4_length_3442_cov_38.941332_1_3442_g8,20DD_coca-20110131_6097,0.11,NODE_4_length_3442_cov_38.941332_1_3442_g8,83.494,1512,0,99.9339,1511,1323,1099,0.5073,67,62.57,2422,80.78107495,1.512,53.42663687,
NODE_5_length_3416_cov_41.310080_5_3389_g9,20DD_Contig_5105,0.73,NODE_5_length_3416_cov_41.310080_5_3389_g9,117.6814,3045,0,99.8358,3040,3568,3156,0.4515,78,115.92,6724,224.2658745,3.045,73.65053349,
NODE_7_length_3385_cov_73.853222_136_3256_g12,struc_EcSPMT,0.021,NODE_7_length_3385_cov_73.853222_136_3256_g12,195.0048,2919,0,99.9657,2918,5841,4777,0.4638,73,240.83,10618,354.1426316,2.919,121.3232722,
NODE_10_length_3312_cov_120.036292_107_3211_g15,20DD_coca-20110131_6396,0.65,NODE_10_length_3312_cov_120.036292_107_3211_g15,371.7085,2748,0,99.7453,2741,9848,9297,0.4686,230,399.65,19145,638.5440462,2.748,232.366829,
NODE_12_length_3096_cov_23.976820_1_3096_g17,20DD_coca-20110131_8278,0.16,NODE_12_length_3096_cov_23.976820_1_3096_g17,63.8927,2918,0,100,2918,1815,1750,0.4506,38,59.96,3565,118.9036054,2.918,40.74832261,
NODE_13_length_3047_cov_35.736563_88_3030_g18,P450_43,0.39,NODE_13_length_3047_cov_35.736563_88_3030_g18,99.6758,2751,0,100,2751,2843,2571,0.4605,57,104.03,5414,180.5733855,2.751,65.63918049,
NODE_16_length_3035_cov_36.538974_1_1481_g22,P450_27,0,NODE_16_length_3035_cov_36.538974_1_1481_g22,83.0363,1266,0,99.4471,1259,1069,897,0.4588,51,81.52,1966,65.57208644,1.266,51.79469703,
NODE_16_length_3035_cov_36.538974_1596_3035_g23,P450_23,0,NODE_16_length_3035_cov_36.538974_1596_3035_g23,117.1711,1362,0,99.7797,1359,1304,1681,0.4477,56,160.64,2985,99.55883927,1.362,73.09753251,
NODE_18_length_3013_cov_25.431925_10_2801_g25,P450_39,0.15,NODE_18_length_3013_cov_25.431925_10_2801_g25,70.005,2211,0,99.9548,2210,1565,1347,0.4603,52,73.82,2912,97.12406699,2.211,43.92766485,
NODE_19_length_3012_cov_58.376972_42_2931_g26,P450_23,0.19,NODE_19_length_3012_cov_58.376972_42_2931_g26,160.5325,2460,0,100,2460,4177,3214,0.4512,111,148.8,7391,246.5123555,2.46,100.2082746,
NODE_26_length_2847_cov_21.276830_102_2847_g34,20DD_NODE_3028_length_1489_cov_23.482830,0.28,NODE_26_length_2847_cov_21.276830_102_2847_g34,59.1272,2618,0,99.618,2608,1384,1510,0.4485,47,42.89,2894,96.52371218,2.618,36.86925599,
NODE_27_length_2813_cov_247.238849_76_2760_g35,struc_arginine_decarboxylase_AEQ02349,0,NODE_27_length_2813_cov_247.238849_76_2760_g35,739.0589,2157,0,100,2157,14379,15362,0.5195,538,785.96,29741,991.9529108,2.157,459.8761756,
NODE_39_length_2697_cov_69.356982_1_2612_g47,pathway_EcPKS2,0,NODE_39_length_2697_cov_69.356982_1_2612_g47,197.5858,2086,0,98.0825,2046,4149,3548,0.4787,73,307.69,7697,256.7183872,2.086,123.0672997,
NODE_40_length_2688_cov_44.609416_46_2688_g48,20DD_Contig_5901,0.085,NODE_40_length_2688_cov_44.609416_46_2688_g48,116.4774,2438,0,99.2207,2419,2862,2453,0.418,73,123.73,5315,177.2714341,2.438,72.71182694,
NODE_42_length_2665_cov_46.374620_1_2611_g50,P450_25,0.04,NODE_42_length_2665_cov_46.374620_1_2611_g50,122.6099,2130,0,99.8592,2127,3029,2152,0.4615,89,132.83,5181,172.8021261,2.13,81.12775871,
NODE_44_length_2662_cov_25.462914_1_2658_g52,20DD_coca-20110131_12600,0.29,NODE_44_length_2662_cov_25.462914_1_2658_g52,45.2264,2041,0,100,2041,936,793,0.4333,33,35.03,1729,57.66741478,2.041,28.25449034,
NODE_47_length_2637_cov_33.983487_1_2050_g55,20DD_Contig_5938,0.36,NODE_47_length_2637_cov_33.983487_1_2050_g55,34.1175,1813,0,100,1813,653,556,0.4405,31,19.59,1209,40.32383138,1.813,22.24149552,
NODE_49_length_2621_cov_20.360896_1_2621_g58,P450_46,0.24,NODE_49_length_2621_cov_20.360896_1_2621_g58,53.255,2451,0,99.9592,2450,1348,1111,0.4611,31,60.47,2459,82.01513761,2.451,33.46190845,
NODE_52_length_2606_cov_124.059464_31_2596_g62,struc_arginine_decarboxylase_AEQ02349,0,NODE_52_length_2606_cov_124.059464_31_2596_g62,326.1795,2217,0,99.9549,2216,6925,6674,0.5378,212,330.03,13599,453.5680587,2.217,204.5864045,
NODE_57_length_2555_cov_24.193344_171_2507_g67,P450_37,0.22,NODE_57_length_2555_cov_24.193344_171_2507_g67,72.0222,1980,0,99.2424,1965,1369,1317,0.4456,48,72.89,2686,89.58627882,1.98,45.24559537,
NODE_62_length_2530_cov_34.713256_194_2471_g72,20DD_coca-20110131_3904,0.15,NODE_62_length_2530_cov_34.713256_194_2471_g72,105.9593,2013,0,100,2013,1984,1998,0.434,105,50.68,3982,132.8118251,2.013,65.97706166,
NODE_63_length_2519_cov_50.537812_1_2519_g73,P450_20,0.25,NODE_63_length_2519_cov_50.537812_1_2519_g73,138.2452,2219,0,100,2219,3116,2602,0.456,88,130.88,5718,190.7127112,2.219,85.94534079,
NODE_68_length_2462_cov_15.072046_8_2446_g79,Polyketide_NODE_17446_length_416_cov_17.443864,0.92,NODE_68_length_2462_cov_15.072046_8_2446_g79,42.308,2253,0,99.0679,2232,881,927,0.4575,34,30.05,1808,60.30230533,2.253,26.76533747,
NODE_69_length_2456_cov_35.714404_99_2456_g80,P450_10,0.19,NODE_69_length_2456_cov_35.714404_99_2456_g80,96.2727,2211,0,100,2211,2102,1948,0.4525,69,97.3,4050,135.0798322,2.211,61.09445146,
NODE_74_length_2439_cov_47.920615_432_2439_g86,20DD_coca-20110131_3983,0.006,NODE_74_length_2439_cov_47.920615_432_2439_g86,113.4752,1993,0,100,1993,2593,1663,0.4704,74,142.94,4256,141.9505594,1.993,71.2245657,
NODE_80_length_2425_cov_38.308110_27_2376_g92,P450_32,2,NODE_80_length_2425_cov_38.308110_27_2376_g92,104.7891,2067,0,100,2067,2125,1924,0.4577,45,176.32,4049,135.0464791,2.067,65.33453272,
NODE_83_length_2410_cov_16.466975_4_2230_g95,20DD_NODE_3153_length_1468_cov_32.325436,0.17,NODE_83_length_2410_cov_16.466975_4_2230_g95,45.6553,1848,0,99.6753,1842,893,763,0.4326,36,29.25,1656,55.23264249,1.848,29.88779356,
NODE_86_length_2393_cov_75.763559_1_2377_g98,P450_16,0.15,NODE_86_length_2393_cov_75.763559_1_2377_g98,211.3242,2113,0,100,2113,4495,3871,0.4417,175,160.84,8366,279.0315743,2.113,132.0546968,
NODE_92_length_2355_cov_41.497847_143_2325_g104,P450_14,0.052,NODE_92_length_2355_cov_41.497847_143_2325_g104,122.8162,1986,0,100,1986,2319,2249,0.4737,79,105.11,4568,152.3567095,1.986,76.71536228,
NODE_96_length_2321_cov_12.344406_1_2122_g109,EcAOC1,0.025,NODE_96_length_2321_cov_12.344406_1_2122_g109,31.0387,1807,0,99.0592,1790,539,524,0.4373,25,24.54,1063,35.45428682,1.807,19.62052397,
NODE_97_length_2318_cov_27.854705_1_2300_g110,P450_39,0.31,NODE_97_length_2318_cov_27.854705_1_2300_g110,72.1604,2300,0,99.7391,2294,1725,1403,0.4258,41,92.54,3128,104.3283247,2.3,45.36014118,
NODE_101_length_2301_cov_32.971781_1_2282_g114,P450_16,0.29,NODE_101_length_2301_cov_32.971781_1_2282_g114,89.9394,1964,0,100,1964,1706,1606,0.4477,70,63.92,3312,110.465285,1.964,56.24505345,
NODE_111_length_2249_cov_11.482401_1_2212_g125,P450_39,0.036,NODE_111_length_2249_cov_11.482401_1_2212_g125,31.7681,1751,0,100,1751,528,524,0.4847,28,20.86,1052,35.08740332,1.751,20.03849419,
NODE_114_length_2241_cov_25.917572_19_2204_g128,20DD_ABK94665.1,0.3,NODE_114_length_2241_cov_25.917572_19_2204_g128,69.0898,1983,0,99.647,1976,1459,1178,0.4228,58,46.75,2637,87.95197962,1.983,44.35299023,
NODE_118_length_2236_cov_40.733999_1_1968_g134,Polyketide_NODE_17446_length_416_cov_17.443864,0.34,NODE_118_length_2236_cov_40.733999_1_1968_g134,79.7481,1675,0,100,1675,1477,1024,0.4471,53,62.87,2501,83.4159655,1.675,49.80057642,
NODE_126_length_2214_cov_8.927131_1_2081_g143,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0.002,NODE_126_length_2214_cov_8.927131_1_2081_g143,29.5929,1803,0,99.3344,1791,530,481,0.4538,20,29.91,1011,33.71992848,1.803,18.70212339,
NODE_144_length_2135_cov_20.395814_76_2125_g163,20DD_coca-20110131_27652,0.24,NODE_144_length_2135_cov_20.395814_76_2125_g163,56.8237,1758,0,100,1758,963,937,0.4843,51,30.93,1900,63.37078547,1.758,36.04709071,
