ID,hit,evalue,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev,summed reads,reads/per million (RPM),lenfth of gene in KB (K),RPKM,25452510
NODE_1_length_7694_cov_8.746508_44_2123_g1,20DD_coca-20110131_3983,0.22,NODE_1_length_7694_cov_8.746508_44_2123_g1,22.7595,1821,0,100,1821,392,376,0.5224,22,9.44,768,30.1738414,1.821,16.56992938,25.45251
NODE_3_length_4463_cov_43.357869_816_3892_g7,struc_arginine_decarboxylase_AEQ02349,0,NODE_3_length_4463_cov_43.357869_816_3892_g7,190.4182,2157,0,99.9073,2155,3954,3655,0.5027,127,185.96,7609,298.9489052,2.157,138.5947637,
NODE_4_length_4225_cov_59.199905_756_2496_g8,20DD_NODE_3246_length_1452_cov_25.390416,0.17,NODE_4_length_4225_cov_59.199905_756_2496_g8,86.278,1482,0,99.865,1480,1289,1081,0.4585,60,73.58,2370,93.1145887,1.482,62.83035675,
NODE_6_length_3355_cov_22.039434_1_3355_g11,20DD_coca-20110131_6097,0.11,NODE_6_length_3355_cov_22.039434_1_3355_g11,47.418,1512,0,99.4709,1504,682,649,0.507,40,34.55,1331,52.29346732,1.512,34.58562654,
NODE_7_length_3286_cov_103.227175_99_3286_g12,20DD_Contig_5105,0.68,NODE_7_length_3286_cov_103.227175_99_3286_g12,271.7407,2915,0,100,2915,8073,6618,0.4466,132,397.01,14691,577.1925834,2.915,198.0077473,
NODE_8_length_3160_cov_60.184522_30_3025_g13,P450_17,0.075,NODE_8_length_3160_cov_60.184522_30_3025_g13,155.4217,2751,0,99.6365,2741,4333,3592,0.4593,81,166.64,7925,311.3641837,2.751,113.1821824,
NODE_12_length_3020_cov_119.919317_7_2891_g18,P450_9,0.063,NODE_12_length_3020_cov_119.919317_7_2891_g18,300.6525,2613,0,100,2613,8389,6174,0.4592,176,305.06,14563,572.1636098,2.613,218.9680864,
NODE_16_length_2951_cov_22.425977_1_2951_g23,20DD_coca-20110131_8278,0.072,NODE_16_length_2951_cov_22.425977_1_2951_g23,64.436,2289,0,97.5972,2234,1637,1103,0.4151,38,72.6,2740,107.6514654,2.289,47.02991062,
NODE_17_length_2873_cov_63.005986_1_2873_g24,P450_23,0.2,NODE_17_length_2873_cov_63.005986_1_2873_g24,149.0329,2433,0,100,2433,4148,2593,0.4495,84,172.12,6741,264.8461782,2.433,108.8558069,
NODE_25_length_2727_cov_45.738679_1062_2641_g33,P450_36,3.00E-12,NODE_25_length_2727_cov_45.738679_1062_2641_g33,170.7669,1476,0,99.9322,1475,2563,2111,0.5014,142,116.19,4674,183.6361129,1.476,124.4147106,
NODE_32_length_2639_cov_10.183423_1_2361_g41,P450_35,0.056,NODE_32_length_2639_cov_10.183423_1_2361_g41,36.4301,1695,0,99.764,1691,589,556,0.4219,33,24.03,1145,44.98574011,1.695,26.54025965,
NODE_33_length_2623_cov_30.921622_1_2561_g42,P450_10,2.00E-23,NODE_33_length_2623_cov_30.921622_1_2561_g42,80.0139,2082,0,99.6158,2074,1666,1423,0.4601,47,84.88,3089,121.3632762,2.082,58.29167923,
NODE_39_length_2587_cov_20.650744_1_2431_g50,20DD_coca-20110131_6097,0.049,NODE_39_length_2587_cov_20.650744_1_2431_g50,25.3285,618,0,94.0129,581,127,163,0.4498,22,18.54,290,11.39376824,0.618,18.43651818,
NODE_41_length_2550_cov_28.956297_8_2432_g52,P450_34,0.16,NODE_41_length_2550_cov_28.956297_8_2432_g52,77.3034,2241,0,99.9108,2239,1854,1356,0.455,43,90.1,3210,126.1172277,2.241,56.27721005,
NODE_44_length_2537_cov_44.819089_3_2511_g55,20DD_coca-20110131_3904,0.085,NODE_44_length_2537_cov_44.819089_3_2511_g55,103.5259,2373,0,99.7893,2368,2532,2030,0.4466,54,132.32,4562,179.235761,2.373,75.53129416,
NODE_46_length_2534_cov_34.676529_50_2431_g57,EcAOC_candidate_3_NODE_287_length_2514_cov_36.770254,0,NODE_46_length_2534_cov_34.676529_50_2431_g57,85.9129,2217,0,99.594,2208,2003,1527,0.476,55,83.72,3530,138.6896616,2.217,62.55735753,
NODE_51_length_2502_cov_24.279060_986_2502_g65,20DD_coca-20110131_14092,0.22,NODE_51_length_2502_cov_24.279060_986_2502_g65,72.5612,1128,0,99.8227,1126,751,766,0.4657,73,33.66,1517,59.60119454,1.128,52.83793842,
NODE_53_length_2492_cov_76.368442_65_2492_g67,P450_30,0.07,NODE_53_length_2492_cov_76.368442_65_2492_g67,216.9424,2066,0,99.9032,2064,4450,3856,0.4552,133,194.91,8306,326.3332379,2.066,157.9541326,
NODE_54_length_2487_cov_93.893643_31_2487_g68,struc_arginine_decarboxylase_AEQ02349,0,NODE_54_length_2487_cov_93.893643_31_2487_g68,235.4506,2217,0,100,2217,5465,4247,0.5358,134,254.24,9712,381.5733694,2.217,172.1124806,
NODE_61_length_2446_cov_18.755077_48_2388_g77,EcAOF1_USDA_NODE_2268_length_1622_cov_42.446193,0.008,NODE_61_length_2446_cov_18.755077_48_2388_g77,47.1746,2136,0,99.9064,2134,1061,806,0.4462,21,66.59,1867,73.35229414,2.136,34.34096167,
NODE_79_length_2372_cov_20.566909_75_2372_g96,P450_38,0.44,NODE_79_length_2372_cov_20.566909_75_2372_g96,54.297,1980,0,99.8485,1977,1110,882,0.514,39,45.17,1992,78.26340113,1.98,39.52697027,
NODE_80_length_2368_cov_43.091221_1_2332_g97,P450_16,0.43,NODE_80_length_2368_cov_43.091221_1_2332_g97,121.4125,1961,0,100,1961,2401,2012,0.4511,71,118.38,4413,173.3817215,1.961,88.41495231,
NODE_88_length_2335_cov_30.493918_1_2278_g109,P450_25,0.031,NODE_88_length_2335_cov_30.493918_1_2278_g109,62.1574,1969,0,100,1969,1527,747,0.4603,39,87.17,2274,89.34285852,1.969,45.3747377,
NODE_91_length_2297_cov_25.696113_1083_2297_g113,pathway_EcSPMT,0,NODE_91_length_2297_cov_25.696113_1083_2297_g113,105.833,1066,0,100,1066,1167,926,0.4633,103,57.61,2093,82.23157559,1.066,77.14031481,
